,Genome ID,Genome Name,gram,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Source,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
54,1124626.4,Mycobacterium ulcerans subsp. shinshuense strain ATCC 33728,positive,,1124626,Complete,ATCC 33728,,,,,,ATCC:33728,,2016-08-27T00:00:00Z,,PRJDB5111,SAMD00057810,GCA_002356495.1,,AP017635,,National Institute of Infectious Diseases,,454; Illumina,25x,Newbler v. 2.6,1,,1,5914588,62.28,5689,,None,,,2005-01,Japan,"Japan:Tokyo, Higashimurayama",,,,,env_biome:human-associated habitat,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,We found non-pigmented clone from pigmented Mycobacteirum shinshuense after routine culture passage. We would like to evaluate M. shinshuense without the plasmid.,,99.1,97.7,98.5,5.8,,Good,2017-11-23T02:27:12.868Z,2017-11-23T02:27:12.868Z
55,1126011.4,Listeria monocytogenes 07PF0776,positive,Listeria monocytogenes 07PF0776,1126011,Complete,07PF0776,,,,MLST.Listeria_monocytogenes.4,,,,2012-04-17T00:00:00Z,22689239,PRJNA78811,SAMN02604190,GCA_000258905.1,,CP003414.1,NC_017728.1,University of Illinois at Chicago,complete,,,,1,,1,2901562,38,2845,2797,None,,,2011,USA,USA: Massachusetts,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,Yes,No,,,,,,,SOLiD Sequencing project for a cardiotropic strain of Listeria monocytogenes.,,99.9,99.3,100,,,Good,2014-12-08T22:12:00.129Z,2015-03-16T03:17:09.594Z
56,1127122.3,Helicobacter pylori XZ274,negative,Helicobacter pylori XZ274,1127122,Complete,XZ274,,,,MLST.Helicobacter_pylori.3039,,,,2012-05-14T00:00:00Z,,PRJNA79003,SAMN02603962,GCA_000262655.1,,"CP003419.1,CP003420.1","NC_017926.1,NC_017919.1",Third Military Medical University,complete,,,,1,1,2,1656544,38.6067,1811,1438,Stomach,female Tibetan gastric cancer patient's stomach,isolated from a female Tibetan gastric cancer patient's stomach in China,,China,China,,,,,,"Human, Homo sapiens",female,,,,,,,,,,,,,,,,,,The Genome Sequence of Helicobater Pylori XZ274.  HP XZ274  was isolated from a female Tibetan gastric cancer patient's stomach in China.,,99.6,97.2,100,5.4,,Good,2014-12-08T22:11:46.516Z,2015-03-16T03:17:09.594Z
57,1132508.3,Mycobacterium abscessus UC22,positive,,1132508,Complete,UC22,,,,,,,,2015-07-09T00:00:00Z,,PRJNA80959,SAMN03839812,GCF_001050395.1,,CP012044,NZ_CP012044.1,Chungnam University,,454; Illumina GAIIx; Sanger,200.69x,Newbler v. 2.6; CLC Genomics Workbench v.,1,,1,5257136,64.04,5309,5042,Lung,upper lobe fibrocavitary form of pulmonary disease,isolate from a patient with the upper lobe fibrocavitary form of pulmonary disease,2011,South Korea,South Korea: Seoul,,,,,,"Human, Homo sapiens",female,43,pulmonary disease,,,,,,,,,,,,,,,,Mycobacterium abscessus UC22 is a high virulent clinical isolate from a patient with the upper lobe fibrocavitary form of pulmonary disease.,collected_by:Samsung Medical Center,98.5,97.2,100,,,Good,2016-01-17T16:12:33.645Z,2016-01-17T16:12:33.645Z
58,1134454.3,Propionibacterium acnes HL096PA1,positive,Propionibacterium acnes HL096PA1,1134454,Complete,HL096PA1,,,,MLST.Propionibacterium_acnes.3,,,,2013-04-22T00:00:00Z,23337890,PRJNA81129,SAMN02604074,GCA_000376705.1,,"CP003293.1,CP003294.1","NC_021085.1,NC_021086.1",UCLA David Geffen School of Medicine,complete,,,,1,1,2,2549775,60.1523,2529,2249,None,,,,,,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,,,,,,,,,,"This strain is being sequenced as a reference for the project ""Metagenomic Study of the Human Skin Microbiome Associated with Acne"". ",,99.3,98.3,100,,,Good,2014-12-08T22:12:34.806Z,2015-03-16T03:17:09.594Z
68,1134687.562,Klebsiella michiganensis strain 53828CZ,negative,,1134687,Complete,53828CZ,,,,MLST.Klebsiella_oxytoca.128,,,,2021-11-01T00:00:00Z,,PRJNA772913,SAMN22377421,GCA_020695625.1,,"CP085764,CP085765,CP085766",,Charles University in Prague,,PacBio Sequel,709x,Microbial assembly v. v.1,1,2,3,6455282,55.613605,6423,6045,Respiratory,nose swab,,2019-10,Czech Republic,Czech Republic: Prague,,,,,,Homo sapiens,,,Respiratory distress syndrome,,,,,,,,,,,,,,,,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Nemocnice Na Homolce,99.7,97.6,,,,Good,2021-12-24T17:52:42.426Z,2021-12-24T17:52:42.426Z
75,1138383.28,Mycobacterium paraintracellulare strain M015,positive,,1138383,Complete,M015,,,,,,,,2020-12-26T00:00:00Z,,PRJDB10771,SAMD00258724,GCA_016755975.1,,AP024253,,Niigata University School of Medicine,,PacBio RS II,98x,RS_HGAP_Assembly.3 v. 2.3.0,1,,1,5588488,68.01181,5345,5281,Sputum,sputum,,2019,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Comparative genome sequence analysis of Mycobacterium intracellulare strains isolated from patients with pulmonary Mycobacterium avium-intracellulare complex disease,,99.2,97.9,,,,Good,2021-02-01T08:07:26.339Z,2021-02-01T08:07:26.339Z
76,1150773.3,Streptococcus pyogenes JRS4,positive,,1150773,Complete,JRS4,serovar emm6,,,MLST.Streptococcus_pyogenes.37,,,,2015-06-02T00:00:00Z,,PRJNA283215,SAMN03610013,GCF_001014285.1,,CP011414,NZ_CP011414.1,Washington University School of Medicine,,454; Illumina,167,Newbler v. 2.5.3; DNASTAR SeqMan NGen,1,,1,1811968,38.63,1811,1671,None,,,1971,,,,,,,,"Human, Homo sapiens",,,Rheumatic fever-associated,,,,,,,,,,,C,,,,,We report the complete genome assemblies of the group A Streptococcus pyogenes serotype emm6 strains D471 and its streptomycin-resistant derivative JRS4. Both of these well studied laboratory strains have been extensively characterized over the past three decades and have been instrumental in the discovery of multiple aspects of streptococcal pathogenesis.,collected_by:Rockefeller University Lancefield Collection,100,99.8,100,,,Good,2016-01-17T16:03:54.402Z,2016-01-17T16:03:54.402Z
77,1155096.3,Borrelia crocidurae str. Achema,negative,Borrelia crocidurae str. Achema,1155096,Complete,,,,,,,,,2012-04-20T00:00:00Z,,PRJNA85135,SAMN02604274,GCA_000259345.1,,"CP003426.1,CP003453.1,CP003444.1,CP003434.1,CP003452.1,CP003449.1,CP003458.1,CP003445.1,CP003447.1,CP003427.1,CP003431.1,CP003433.1,CP003451.1,CP003463.1,CP003457.1,CP003430.1,CP003465.1,CP003448.1,CP003454.1,CP003455.1,CP003441.1,CP003438.1,CP003461.1,CP003435.1,CP003436.1,CP003460.1,CP003443.1,CP003437.1,CP003442.1,CP003429.1,CP003439.1,CP003440.1,CP003464.1,CP003428.1,CP003450.1,CP003432.1,CP003456.1,CP003446.1,CP003459.1,CP003462.1",,,,,,,1,38,40,1528893,26.54,1479,1470,None,,,,Senegal,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,-,,99.3,97.7,30.3,0.5,Low CheckM completeness score,Poor,2014-12-08T22:10:32.208Z,2015-03-16T03:17:09.594Z
78,1155766.14,Enterococcus faecium Aus0004,positive,Enterococcus faecium Aus0004,1155766,Complete,Aus0004,,,,MLST.Enterococcus_faecium.17,, ,,2012-03-01T00:00:00Z,,PRJNA86649,SAMN02604218,GCA_000250945.1,,"CP003351.1,CP003352.1,CP003353.1,CP003354.1","NC_017022.1,NC_017032.1,NC_017023.1,NC_017024.1",University of Melbourne,complete,,,,1,1,2,3011814,38.3424,3046,2923,Blood,the bloodstream of a patient,"isolated from the bloodstream of a patient in Melbourne, Australia in 1998",1998,Australia,Australia: Melbourne,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Vancomycin-resistant Enterococcus faecium (VRE) is one of the leading causes of nosocomial infections in healthcare facilities around the globe. VRE strain Aus0004 belongs to a common epidemic clone, multi locus sequence type 17, and was isolated from the bloodstream of a patient in Melbourne, Australia in 1998.",,98.7,97.2,100,,,Good,2014-12-08T22:11:15.995Z,2015-03-16T03:17:09.594Z
80,1163739.3,Helicobacter pylori Shi417,negative,Helicobacter pylori Shi417,1163739,Complete,Shi417,,,,MLST.Helicobacter_pylori.3046,,,,2012-04-19T00:00:00Z,,PRJNA94345,SAMN02603193,GCA_000277365.1,,CP003472.1,NC_017739.1,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",complete,,,,1,,1,1665719,38.8,1638,1548,None,,,,Peru,Peru: Shimaa,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,Commensal,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.7,99.2,100,0.3,,Good,2014-12-08T22:11:46.287Z,2015-03-16T03:17:09.594Z
81,1163740.3,Helicobacter pylori Shi112,negative,Helicobacter pylori Shi112,1163740,Complete,Shi112,,,,MLST.Helicobacter_pylori.3044,,,,2012-04-19T00:00:00Z,,PRJNA94347,SAMN02603194,GCA_000277405.1,,CP003474.1,NC_017741.1,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",complete,,,,1,,1,1663456,38.8,1654,1564,None,,,,Peru,Peru: Shimaa,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,Commensal,"To compare genomes of Helicobacter pylori, study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99,100,,,Good,2014-12-08T22:11:46.269Z,2015-03-16T03:17:09.594Z
82,1163741.3,Helicobacter pylori Shi169,negative,Helicobacter pylori Shi169,1163741,Complete,Shi169,,,,MLST.Helicobacter_pylori.3045,,,,2012-04-19T00:00:00Z,,PRJNA94507,SAMN02603195,GCA_000277385.1,,CP003473.1,NC_017740.1,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",complete,,,,1,,1,1616909,38.9,1604,1525,None,,,,Peru,Peru: Shimaa,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,Commensal,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99.6,99.1,,,Good,2014-12-08T22:11:46.277Z,2015-03-16T03:17:09.594Z
83,1163742.3,Helicobacter pylori PeCan18,negative,Helicobacter pylori PeCan18,1163742,Complete,PeCan18,,,,MLST.Helicobacter_pylori.3028,,,,2012-04-19T00:00:00Z,,PRJNA95275,SAMN02603196,GCA_000277425.1,,CP003475.1,NC_017742.1,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",complete,,,,1,,1,1660685,39,1633,1495,Stomach,"gastric antrum from resident of Lima, Peru","isolate from gastric antrum from resident of Lima, Peru",,Peru,Peru: Lima,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,Commensal,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Clinical isolate from gastric antrum from resident of Lima, Peru.",,99.6,99.2,100,0.6,,Good,2014-12-08T22:11:45.328Z,2015-03-16T03:17:09.594Z
84,1163743.3,Helicobacter pylori HUP-B14,negative,Helicobacter pylori HUP-B14,1163743,Complete,HUP-B14,,,,MLST.Helicobacter_pylori.3021,,,,2012-04-19T00:00:00Z,,PRJNA95277,SAMN02603197,GCA_000259235.1,,"CP003486.1,CP003487.1","NC_017733.1,NC_017734.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",complete,,,,1,1,2,1607584,39.0866,1597,1501,None,resident of Spain,isolate from resident of Spain,,Spain,Spain,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Clinical isolate from resident of Spain.",,99.9,99.8,100,,,Good,2014-12-08T22:11:44.348Z,2015-03-16T03:17:09.594Z
85,1170318.3,Propionibacterium avidum 44067,positive,Propionibacterium avidum 44067,1170318,Complete,44067,,,,,,,,2013-04-17T00:00:00Z,,PRJNA157751,SAMN02603001,GCA_000367205.1,,CP005287.1,NC_021064.1,BAYGEN,complete,454; SOLiD,375,Newbler v. 2.8; CLC Genomics Workbench v.,1,,1,2526138,63.5,2362,2242,None,,,,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,genome sequencing,,99.4,98.7,99.2,,,Good,2014-12-08T22:12:35.060Z,2015-03-16T03:17:09.594Z
86,1173427.6,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189,negative,,1173427,Complete,CFSAN000189,Bareilly,,,MLST.Salmonella_enterica.909,,,,2019-11-15T00:00:00Z,31704961,PRJNA498670,SAMN04364135,GCA_009667855.1,,"CP034177,CP034178",,USDA,,Oxford Nanopore MiniION,599.0x,Unicycler v. 10-2018,1,1,2,4806620,52.210037,4892,4663,None,,,,United Kingdom,United Kingdom,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Sequenced two of the most prominent foodborne pathogens that cause severe human illnesses worldwide, Enterohemorrhagic Escherichia coli O157:H7 and Salmonella enterica subsp. enterica serovar Bareilly with Oxford Nanopore’s MinION sequencer, and the whole genomes of both samples were assembled and polished with only a 0.1% error rate.",collected_by:PHE,97,96.3,,,,Good,2019-12-30T21:10:57.272Z,2019-12-30T21:10:57.272Z
89,1185650.4,Mycobacterium abscessus subsp. abscessus strain 936,positive,,1185650,Complete,4529,,,,,,ATCC:BEI,,2014-10-31T00:00:00Z,,PRJNA263504,SAMN03103574,GCF_000770215.1,,CP009616,NZ_CP009616.1,BEI Resources/American Type,,Illumina,150.98x,CLC Genomics Workbench v. 7.0.2,1,,1,4687494,64.33,4650,4531,Sputum,sputum,,,USA,USA: Texas,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing of several mycobacterial species,passage_history:3,98.4,97.3,100,,,Good,2016-01-17T15:40:32.002Z,2016-01-17T15:40:32.002Z
90,1191061.3,Klebsiella oxytoca E718,negative,Klebsiella oxytoca E718,1191061,Complete,E718,,,,MLST.Klebsiella_oxytoca.27,,,,2012-07-09T00:00:00Z,,PRJNA167370,SAMN02603642,GCA_000276705.2,,"CP003683.1,CP003684.1","NC_018106.1,NC_021501.1,NC_018107.1",National Chung Hsing University,complete,,,,1,1,2,6450897,55.5337,6111,5909,None,patient underwent renal transplantation,"isolated in 2010, from a patient underwent renal transplantation in China then presented to a hospital in Taiwan 7 days later",2010,China,China,,,,,,"Human, Homo sapiens",,,,,,,,,Negative,Bacilli,,,,,,,,,"Genomic sequencing of an NDM-1 positive antimicrobial resistance Klebsiella oxytoca strain.  A K. oxytoca clinical isolated in 2010, from a patient underwent renal transplantation in China then presented to a hospital in Taiwan 7 days later. Culture from the pelvic abscess fluid found this strain producing NDM-1 metallo beta-lactamase.",,99.6,97.8,100,1.7,,Good,2014-12-08T22:11:48.635Z,2015-03-16T03:17:09.594Z
92,1196159.3,Listeria monocytogenes serotype 4b str. 81-0558 strain 81-0558,positive,,1196159,Complete,81-0558,4b,,,MLST.Listeria_monocytogenes.1,,,,2017-06-30T00:00:00Z,,PRJNA167872,SAMN02713777,,,CP007525,,Public Health Agency of Canada,,454 Illumina,411_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2971543,37.96,2969,2911,Cerebrospinal Fluid,CSF,,1-Jun-81,Canada,Canada: Halifax,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,collected_by:Public Health Agency of Canada,99.9,99.3,100,,,Good,2017-07-23T04:19:53.169Z,2017-07-23T04:19:53.169Z
93,1196160.3,Listeria monocytogenes serotype 4b str. 81-0592 strain 81-0592,positive,,1196160,Complete,81-0592,4b,,,MLST.Listeria_monocytogenes.1,,,,2017-06-30T00:00:00Z,,PRJNA167873,SAMN02713778,,,CP007526,,Public Health Agency of Canada,,454 Illumina,328_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2975864,37.96,2976,2925,Blood,fetal blood,,1-Jul-81,Canada,Canada: Halifax,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,collected_by:Public Health Agency of Canada,99.9,99.3,100,,,Good,2017-07-23T04:20:09.943Z,2017-07-23T04:20:09.943Z
94,1196162.3,Listeria monocytogenes serotype 4b str. 10-0809 strain 10-0809,positive,,1196162,Complete,10-0809,4b,,,MLST.Listeria_monocytogenes.1,,,,2017-07-03T00:00:00Z,,PRJNA167875,SAMN07124730,,,CP007167,,Public Health Agency of Canada,,454 Illumina,328_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2975853,37.96,2976,2925,Stool,Stool,,1981,Canada,Canada: Nova Scotia,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:Bureau of Microbial Hazards,99.9,99.4,100,,,Good,2017-07-23T04:21:54.173Z,2017-07-23T04:21:54.173Z
95,1196163.3,Listeria monocytogenes serotype 1/2b str. 10-0810 strain 10-0810,positive,,1196163,Complete,10-0810,1/2b,,,MLST.Listeria_monocytogenes.5,,,,2017-07-03T00:00:00Z,,PRJNA167876,SAMN07124731,,,CP007168,,Public Health Agency of Canada,,454 Illumina,461_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,3017944,37.96,3031,2962,Stool,Stool,,1996,Canada,Canada: Ontario,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:Bureau of Microbial Hazards,99.9,99.4,100,,,Good,2017-07-23T04:24:09.957Z,2017-07-23T04:24:09.957Z
96,1196166.3,Listeria monocytogenes serotype 1/2a str. 10-0813 strain 10-0813,positive,,1196166,Complete,10-0813,1/2a,,,MLST.Listeria_monocytogenes.7,,,,2017-07-03T00:00:00Z,,PRJNA167879,SAMN07124734,,,CP007171,,Public Health Agency of Canada,,454 Illumina,316_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2942234,37.96,2950,2884,Blood,Blood,,2000,Canada,Canada: Manitoba,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:Bureau of Microbial Hazards,100,99.7,100,,,Good,2017-07-23T04:24:44.709Z,2017-07-23T04:24:44.709Z
97,1196167.3,Listeria monocytogenes serotype 1/2a str. 10-4754 strain 10-4754,positive,,1196167,Complete,Oct-54,1/2a,,,MLST.Listeria_monocytogenes.37,,,,2017-06-30T00:00:00Z,,PRJNA167880,SAMN07124735,,,CP007197,,Public Health Agency of Canada,,454 Illumina,796_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2910922,37.98,2907,2851,Cerebrospinal Fluid,CSF,,2002,Canada,Canada: Quebec,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:Laboratoire de la sante publique du Quebec,100,99.7,100,,,Good,2017-07-23T04:17:47.062Z,2017-07-23T04:17:47.062Z
98,1196169.3,Listeria monocytogenes serotype 1/2a str. 10-0933 strain 10-0933,positive,,1196169,Complete,10-0933,1/2a,,,MLST.Listeria_monocytogenes.394,,,,2017-06-30T00:00:00Z,,PRJNA167882,SAMN07124737,,,CP007199,,Public Health Agency of Canada,,454 Illumina,166_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2870277,38.02,2846,2795,Blood,Blood,,2008,Canada,Canada: Quebec,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:Laboratoire de la sante publique du Quebec,100,99.7,100,,,Good,2017-07-23T04:18:59.336Z,2017-07-23T04:18:59.336Z
99,1196171.3,Listeria monocytogenes serotype 4b str. 02-1103 strain 02-1103,positive,,1196171,Complete,02-1103,4b,,,MLST.Listeria_monocytogenes.1,,,,2017-06-30T00:00:00Z,,PRJNA167884,SAMN07124739,,,CP007459,,Public Health Agency of Canada,,454 Illumina,1049_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2979105,37.95,2979,2918,Cerebrospinal Fluid,CSF,,2002,Canada,Canada: British Columbia,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:BC Centre for Disease Control Site,99.9,99.3,100,,,Good,2017-07-23T04:18:37.904Z,2017-07-23T04:18:37.904Z
100,1196172.3,Listeria monocytogenes serotype 4b str. 02-1289 strain 02-1289,positive,,1196172,Complete,02-1289,4b,,,MLST.Listeria_monocytogenes.1,,,,2017-06-30T00:00:00Z,,PRJNA167885,SAMN07124740,,,CP007460,,Public Health Agency of Canada,,454 Illumina,1086_X,Newbler v. 2.5.3 CLC genomics workbench v.,1,,1,2979105,37.95,2979,2918,Stool,Stool,,2002,Canada,Canada: British Columbia,,,,,,"Human, Homo sapiens",,,Listeriosis,,,,,,,,,,,,,,,,Whole genome sequencing and comparison of Listeria monocytogenes Canadian food outbreaks,sample_type:Homo Sapien;collected_by:Public Health Agency of Canada;biomaterial_provider:BC Centre for Disease Control Site,99.9,99.3,100,,,Good,2017-07-23T04:19:18.123Z,2017-07-23T04:19:18.123Z
